,Away,Away_Score,Location,Home,Home_Score,OT,Notes,Date,Conference,Season
5293,Michigan,10,vs.,Colorado College,4,,10,1949-03-19,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1949
5295,Yale,9,at,St. Nick's,0,,,1949-12-01,Non-Conference,1950
5297,MIT,5,at,Harvard,10,,,1949-12-03,Non-Conference,1950
5299,Tufts,2,at,Boston University,12,,,1949-12-05,NEIHL,1950
5301,Harvard,7,vs.,Boston University,6,,1,1949-12-06,Non-Conference,1950
5303,Boston College,7,at,Brown,1,,,1949-12-07,Non-Conference,1950
5305,Yale,4,at,New York A.C.,3,ot,,1949-12-08,Non-Conference,1950
5307,Colorado College,5,at,Wichita AS,4,,,1949-12-09,Non-Conference,1950
5309,Colorado College,10,at,Wichita AS,1,,,1949-12-10,Non-Conference,1950
5310,McMaster,3,at,Michigan,12,,,1949-12-10,Non-Conference,1950
5314,Tufts,2,at,Harvard,9,,,1949-12-12,Non-Conference,1950
5312,MIT,1,vs.,Boston University,11,,1,1949-12-12,NEIHL,1950
5316,Harvard,6,at,Brown,7,ot,,1949-12-13,Ivy League,1950
5318,Boston College,4,vs.,Boston University,3,,1,1949-12-13,NEIHL,1950
5320,Boston University,3,at,Boston College,4,,,1949-12-13,Non-Conference,1950
5322,New York A.C.,4,at,Yale,6,,,1949-12-14,Non-Conference,1950
5324,Toronto,1,at,Michigan,2,,,1949-12-16,Non-Conference,1950
5325,Wichita AS,0,at,Colorado College,9,,,1949-12-16,Non-Conference,1950
5329,Boston University,6,at,Princeton,1,,,1949-12-17,Non-Conference,1950
5327,Toronto,4,at,Michigan,2,,,1949-12-17,Non-Conference,1950
5328,Yale Alumni,0,at,Yale,5,,,1949-12-17,Non-Conference,1950
5330,Wichita AS,3,at,Colorado College,13,,,1949-12-17,Non-Conference,1950
5332,Harvard,5,vs.,Boston College,8,,1,1949-12-20,Non-Conference,1950
5334,Brown,3,at,Michigan,7,,,1949-12-21,Non-Conference,1950
5336,Saskatchewan,3,at,Colorado College,6,,,1949-12-22,Non-Conference,1950
5337,Brown,5,at,Michigan,7,,,1949-12-22,Non-Conference,1950
5339,Saskatchewan,6,at,Colorado College,9,,,1949-12-23,Non-Conference,1950
5341,Brown,16,at,Denver,3,,,1949-12-26,Non-Conference,1950
5343,Brown,17,at,Denver,0,,,1949-12-27,Non-Conference,1950
5345,Michigan,8,at,North Dakota,4,,,1949-12-28,Non-Conference,1950
5346,McGill,2,at,Boston College,8,,,1949-12-28,Non-Conference,1950
5349,Michigan,6,at,North Dakota,0,,,1949-12-29,Non-Conference,1950
5348,Brown,7,at,Colorado College,12,,,1949-12-29,Non-Conference,1950
5351,Brown,5,at,Colorado College,8,,,1949-12-30,Non-Conference,1950
5353,Northeastern,4,at,Boston College,9,,,1950-01-02,Non-Conference,1950
5355,Brown,3,at,Boston University,4,ot,,1950-01-03,Non-Conference,1950
5357,Boston University,6,at,Brown,4,,,1950-01-05,Non-Conference,1950
5359,North Dakota,7,at,Minnesota,3,,,1950-01-06,Non-Conference,1950
5360,Montreal,4,at,Michigan,3,,,1950-01-06,Non-Conference,1950
5361,Denver,0,at,Colorado College,16,,,1950-01-06,Non-Conference,1950
5367,Brown,12,at,Army,3,,,1950-01-07,Non-Conference,1950
5365,Montreal,3,at,Michigan,5,,,1950-01-07,Non-Conference,1950
5366,Boston College,9,at,Princeton,3,,,1950-01-07,Non-Conference,1950
5363,North Dakota,6,at,Minnesota,5,,,1950-01-07,Non-Conference,1950
5364,Denver,0,at,Colorado College,10,,,1950-01-07,Non-Conference,1950
5369,Brown,8,at,Harvard,3,,,1950-01-10,Ivy League,1950
5371,Northeastern,1,vs.,Boston University,6,,1,1950-01-10,NEIHL,1950
5373,Yale,8,at,Army,0,,,1950-01-11,Non-Conference,1950
5375,British Columbia,8,at,Colorado College,4,,,1950-01-13,Non-Conference,1950
5376,Michigan,8,at,Princeton,5,,,1950-01-13,Non-Conference,1950
5377,Minnesota,2,at,North Dakota,3,,,1950-01-13,Non-Conference,1950
5381,Minnesota,5,at,North Dakota,8,,,1950-01-14,Non-Conference,1950
5382,Harvard,6,at,Army,7,ot,,1950-01-14,Non-Conference,1950
5379,British Columbia,5,at,Colorado College,3,,,1950-01-14,Non-Conference,1950
5380,Michigan,4,at,Yale,1,,,1950-01-14,Non-Conference,1950
5384,Northeastern,4,vs.,Harvard,5,,1,1950-01-16,Non-Conference,1950
5386,Williams,0,at,Harvard,10,,,1950-01-17,Non-Conference,1950
5388,St. Nick's,4,at,Yale,6,,,1950-01-18,Non-Conference,1950
5390,Minnesota,8,at,Michigan State,2,,,1950-01-20,Non-Conference,1950
5396,Colorado College,14,at,Denver,1,,,1950-01-21,Non-Conference,1950
5395,Minnesota,11,at,Michigan State,1,,,1950-01-21,Non-Conference,1950
5397,Clarkson,5,at,Army,0,,,1950-01-21,Non-Conference,1950
5392,Dartmouth,5,at,Yale,4,,,1950-01-21,CCHA,1950
5394,Windsor Spitfire,1,at,Michigan,4,,,1950-01-21,Non-Conference,1950
5399,Tufts,2,at,Boston University,10,,,1950-01-24,NEIHL,1950
5401,Army,2,at,Princeton,7,,,1950-01-28,Non-Conference,1950
5403,Yale,4,at,Boston University,7,,,1950-01-30,Non-Conference,1950
5404,Colorado College,10,at,Denver,3,,,1950-01-30,Non-Conference,1950
5405,Brown,7,at,Northeastern,2,,,1950-01-30,Non-Conference,1950
5407,Tufts,4,at,Boston College,6,,,1950-01-31,Non-Conference,1950
5409,Boston College,4,at,Dartmouth,2,,,1950-02-02,Non-Conference,1950
5410,Boston College,6,at,Yale,4,,,1950-02-02,Non-Conference,1950
5412,Minnesota,1,at,Michigan,2,,,1950-02-03,Non-Conference,1950
5413,North Dakota,5,at,Colorado College,8,,,1950-02-03,Non-Conference,1950
5418,Middlebury,5,at,Army,6,,,1950-02-04,Non-Conference,1950
5417,North Dakota,3,at,Colorado College,3,ot,,1950-02-04,Non-Conference,1950
5416,Minnesota,2,at,Michigan,6,,,1950-02-04,Non-Conference,1950
5415,Boston College,6,at,Yale,4,,,1950-02-04,Non-Conference,1950
5420,American Int'l,2,at,Boston University,11,,,1950-02-06,NEIHL,1950
5422,Yale,1,at,Brown,5,,,1950-02-07,Ivy League,1950
5424,Harvard,4,vs.,Boston University,6,,1,1950-02-07,Non-Conference,1950
5425,Northeastern,3,at,Boston College,7,,,1950-02-07,Non-Conference,1950
5427,Colorado College,8,at,Minnesota,6,,,1950-02-10,Non-Conference,1950
5428,Michigan,2,at,Michigan Tech,3,,,1950-02-10,Non-Conference,1950
5435,Boston University,13,at,Army,3,,,1950-02-11,Non-Conference,1950
5434,Michigan,9,at,Michigan Tech,2,,,1950-02-11,Non-Conference,1950
5431,Princeton,2,at,Brown,8,,,1950-02-11,Ivy League,1950
5430,Yale,4,at,Dartmouth,2,,,1950-02-11,Ivy League,1950
5433,Colorado College,2,at,Minnesota,4,,,1950-02-11,Non-Conference,1950
5437,Brown,4,at,Dartmouth,5,,,1950-02-13,Ivy League,1950
5439,Boston College,1,vs.,Boston University,8,,1,1950-02-13,NEIHL,1950
5441,Boston University,8,at,Boston College,1,,,1950-02-13,Non-Conference,1950
5442,Northeastern,3,vs.,Harvard,6,,1,1950-02-13,Non-Conference,1950
5444,Williams,3,at,Brown,10,,,1950-02-14,Non-Conference,1950
5448,MIT,0,vs.,Boston University,14,,1,1950-02-15,NEIHL,1950
5446,Dartmouth,8,at,Harvard,5,,,1950-02-15,Ivy League,1950
5452,Michigan State,1,at,Minnesota,12,,,1950-02-17,Non-Conference,1950
5450,Boston University,4,at,Dartmouth,6,,,1950-02-17,Non-Conference,1950
5451,Colorado College,1,at,Michigan,5,,,1950-02-17,Non-Conference,1950
5459,Michigan State,0,at,Minnesota,8,,,1950-02-18,Non-Conference,1950
5454,Brown,2,at,Yale,3,,,1950-02-18,CCHA,1950
5456,Harvard,7,at,Princeton,4,,,1950-02-18,Ivy League,1950
5458,Colorado College,1,at,Michigan,11,,,1950-02-18,Non-Conference,1950
5460,Dartmouth,9,at,Army,3,,,1950-02-18,Non-Conference,1950
5462,Dartmouth,1,at,Brown,2,,,1950-02-21,Ivy League,1950
5467,Dartmouth,4,at,Boston University,6,,,1950-02-22,Non-Conference,1950
5468,Colgate,6,at,Army,3,,,1950-02-22,Non-Conference,1950
5464,Yale,5,at,Princeton,2,,,1950-02-22,Ivy League,1950
5466,Michigan,10,at,Michigan State,4,,,1950-02-22,Non-Conference,1950
5470,Michigan,7,at,Minnesota,3,,,1950-02-24,Non-Conference,1950
5472,Princeton,3,at,Yale,6,,,1950-02-25,CCHA,1950
5474,Harvard,7,at,Dartmouth,3,,,1950-02-25,Ivy League,1950
5476,Michigan,6,at,Minnesota,2,,,1950-02-25,Non-Conference,1950
5477,Montréal,6,at,Boston College,2,,,1950-02-25,Non-Conference,1950
5478,Hamilton,3,at,Army,7,,,1950-02-25,Non-Conference,1950
5480,Northeastern,1,vs.,Boston University,5,,1,1950-02-27,NEIHL,1950
5482,MIT,2,at,Boston College,7,,,1950-02-27,Non-Conference,1950
5487,Harvard,9,vs.,Boston College,8,,1,1950-02-28,Non-Conference,1950
5486,Colgate,0,at,Boston University,12,,,1950-02-28,Non-Conference,1950
5484,Brown,8,at,Princeton,2,,,1950-02-28,Ivy League,1950
5489,Colgate,5,at,Yale,6,,,1950-03-01,Non-Conference,1950
5491,Dartmouth,3,at,Boston College,10,,,1950-03-02,Non-Conference,1950
5493,Michigan Tech,3,at,Michigan,9,,,1950-03-03,Non-Conference,1950
5494,Minnesota,2,at,Colorado College,9,,,1950-03-03,Non-Conference,1950
5500,Williams,3,at,Army,1,,,1950-03-04,Non-Conference,1950
5496,Harvard,1,at,Yale,4,,,1950-03-04,CCHA,1950
5498,Michigan Tech,1,at,Michigan,6,,,1950-03-04,Non-Conference,1950
5499,Minnesota,1,at,Colorado College,6,,,1950-03-04,Non-Conference,1950
5504,Bowdoin,3,vs.,Boston College,15,,3,1950-03-06,"New England Tournament (at Matthews Arena, Boston)",1950
5502,Northeastern,2,vs.,Boston University,11,,2,1950-03-06,"NEIHL Tournament (at Matthews Arena, Boston)",1950
5506,Princeton,5,at,Harvard,4,,,1950-03-07,Ivy League,1950
5508,Boston College,2,vs.,Boston University,1,,2,1950-03-07,"NEIHL Tournament (at Matthews Arena, Boston)",1950
5510,Boston University,1,vs.,Boston College,2,,3,1950-03-07,"New England Tournament (at Matthews Arena, Boston)",1950
5512,Williams,0,at,Yale,7,,,1950-03-08,Non-Conference,1950
5514,Michigan State,1,at,Michigan,17,,,1950-03-09,Non-Conference,1950
5516,Yale,1,at,Harvard,2,,,1950-03-11,Ivy League,1950
5518,Western Ontario,4,at,Michigan,5,,,1950-03-11,Non-Conference,1950
5519,Army,4,at,Royal Military,6,,,1950-03-11,Non-Conference,1950
5521,Colorado College,10,vs.,Boston College,3,,4,1950-03-16,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1950
5523,Boston University,4,vs.,Michigan,3,,4,1950-03-17,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1950
5526,Michigan,10,vs.,Boston College,6,,4,1950-03-18,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1950
5525,Colorado College,13,vs.,Boston University,4,,4,1950-03-18,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1950
5603,Northeastern,11,at,Army,2,,,1950-11-30,Non-Conference,1951
5602,Royal Military,2,at,Army,4,,,1950-11-30,Non-Conference,1951
5601,St. Lawrence,4,at,Army,2,,,1950-11-30,Non-Conference,1951
5600,Dartmouth,7,at,Army,2,,,1950-11-30,Non-Conference,1951
5599,Clarkson,6,at,Army,4,,,1950-11-30,Non-Conference,1951
5598,Hamilton,7,at,Army,3,,,1950-11-30,Non-Conference,1951
5597,Brown,9,at,Army,3,,,1950-11-30,Non-Conference,1951
5596,Harvard,10,at,Army,2,,,1950-11-30,Non-Conference,1951
5594,Middlebury,2,at,Army,1,,,1950-11-30,Non-Conference,1951
5595,Williams,2,at,Army,6,,,1950-11-30,Non-Conference,1951
5528,Yale,10,at,New York A.C.,3,,,1950-11-30,Non-Conference,1951
5530,Windsor A.C.,1,at,Brown,20,,,1950-11-30,Exhibition,1951
5532,49,8,at,Minnesota,6,,,1950-12-01,Non-Conference,1951
5534,Brandon,7,at,Colorado College,7,,,1950-12-04,Non-Conference,1951
5536,Brown,8,at,Northeastern,1,,,1950-12-05,Non-Conference,1951
5537,MIT,2,at,Harvard,14,,,1950-12-05,Non-Conference,1951
5538,Brandon,3,at,Colorado College,9,,,1950-12-05,Non-Conference,1951
5540,New York A.C.,5,at,Yale,6,,,1950-12-06,Non-Conference,1951
5543,Brown,15,vs.,23,2,,1,1950-12-07,Non-Conference,1951
5542,Fort William,2,at,Minnesota,0,,,1950-12-07,Non-Conference,1951
5545,Fort William,5,at,Minnesota,4,ot,,1950-12-08,Non-Conference,1951
5546,Detroit A.C.,6,at,Michigan,8,,,1950-12-08,Non-Conference,1951
5547,Colorado College,11,at,Denver,8,,,1950-12-08,Non-Conference,1951
5549,RPI,0,at,Yale,13,,,1950-12-09,Non-Conference,1951
5550,Colorado College,7,at,Denver,5,,,1950-12-09,Non-Conference,1951
5552,Brown,1,at,Boston College,4,,,1950-12-11,Non-Conference,1951
5553,Tufts,0,at,Harvard,5,,,1950-12-11,Non-Conference,1951
5555,Northeastern,2,at,Yale,5,,,1950-12-13,Non-Conference,1951
5557,Brown,5,at,New York A.C.,7,,,1950-12-14,Exhibition,1951
5560,Harvard,2,vs.,Boston University,6,,2,1950-12-15,Non-Conference,1951
5559,Princeton,6,at,Michigan,11,,,1950-12-15,Non-Conference,1951
5562,McGill,6,at,Boston College,3,,,1950-12-16,Non-Conference,1951
5563,Princeton,2,at,Michigan,10,,,1950-12-16,Non-Conference,1951
5564,Yale Alumni,2,at,Yale,16,,,1950-12-16,Non-Conference,1951
5565,Toronto,5,at,Colorado College,7,,,1950-12-16,Non-Conference,1951
5567,MIT,1,vs.,Boston University,17,,3,1950-12-18,NEIHL,1951
5569,Toronto,6,at,Colorado College,5,ot,,1950-12-18,Non-Conference,1951
5570,Tufts,2,at,Boston College,11,,,1950-12-18,Non-Conference,1951
5572,Northeastern,3,vs.,Boston University,9,,3,1950-12-20,NEIHL,1951
5574,Harvard,5,vs.,Boston College,3,,3,1950-12-20,Non-Conference,1951
5577,Princeton,7,at,Colorado College,17,,,1950-12-21,Non-Conference,1951
5576,Western Ontario,2,at,Michigan,8,,,1950-12-21,Non-Conference,1951
5579,Princeton,4,at,Colorado College,8,,,1950-12-22,Non-Conference,1951
5580,Western Ontario,1,at,Michigan,14,,,1950-12-22,Non-Conference,1951
5584,Minnesota,11,at,Boston College,2,,,1950-12-27,Non-Conference,1951
5583,Michigan,11,at,Boston College,2,,,1950-12-27,Non-Conference,1951
5582,Colorado College,4,at,Boston University,7,,,1950-12-27,Non-Conference,1951
5588,Michigan,3,at,Boston University,2,,,1950-12-29,Non-Conference,1951
5587,Colorado College,1,at,Boston College,3,,,1950-12-29,Non-Conference,1951
5586,Harvard,4,at,Minnesota,3,ot,,1950-12-29,Non-Conference,1951
5590,Harvard,7,at,Minnesota,6,ot,,1950-12-30,Non-Conference,1951
5592,Colorado College,11,at,Clinton Athletic,7,,,1950-12-31,Non-Conference,1951
5606,Minnesota,10,at,Denver,4,,,1951-01-01,Non-Conference,1951
5605,Harvard,5,at,North Dakota,2,,,1951-01-01,Non-Conference,1951
5610,Minnesota,3,at,Denver,4,,,1951-01-02,Non-Conference,1951
5608,Harvard,3,at,North Dakota,5,,,1951-01-02,Non-Conference,1951
5609,Northeastern,2,at,Boston College,4,,,1951-01-02,Non-Conference,1951
5612,Boston University,21,at,American Int'l,1,,,1951-01-04,NEIHL,1951
5614,Northeastern,3,at,Brown,8,,,1951-01-04,Non-Conference,1951
5616,Michigan,5,at,Minnesota,4,ot,,1951-01-05,Non-Conference,1951
5617,Michigan Tech,1,at,Colorado College,16,,,1951-01-05,Non-Conference,1951
5621,Michigan,6,at,Minnesota,4,,,1951-01-06,Non-Conference,1951
5619,Brown,4,at,Yale,1,,,1951-01-06,CCHA,1951
5622,Michigan Tech,4,at,Colorado College,10,,,1951-01-06,Non-Conference,1951
5624,Boston College,4,vs.,Boston University,2,,3,1951-01-08,NEIHL,1951
5626,Boston University,2,at,Boston College,4,,,1951-01-08,Non-Conference,1951
5628,Harvard,1,at,Brown,4,,,1951-01-09,Ivy League,1951
5630,Princeton,3,at,Army,3,,,1951-01-10,Non-Conference,1951
5632,Harvard,6,at,American Int'l,3,,,1951-01-11,Non-Conference,1951
5634,Minnesota,11,at,Michigan Tech,1,,,1951-01-12,Non-Conference,1951
5635,Montreal,8,at,Michigan,8,,,1951-01-12,Non-Conference,1951
5636,Denver,3,at,Colorado College,10,,,1951-01-12,Non-Conference,1951
5643,Williams,4,vs.,Harvard,21,,4,1951-01-13,Non-Conference,1951
5642,Montreal,3,at,Michigan,2,,,1951-01-13,Non-Conference,1951
5644,Denver,4,at,Colorado College,8,,,1951-01-13,Non-Conference,1951
5639,Yale,2,at,Dartmouth,2,,,1951-01-13,Ivy League,1951
5638,Brown,6,at,Princeton,3,,,1951-01-13,Ivy League,1951
5641,Minnesota,8,at,Michigan Tech,5,,,1951-01-13,Non-Conference,1951
5646,Northeastern,4,vs.,Boston University,5,,3,1951-01-15,NEIHL,1951
5648,Northeastern,1,vs.,Harvard,3,,3,1951-01-16,Non-Conference,1951
5650,Minnesota,2,at,Michigan,12,,,1951-01-19,Non-Conference,1951
5652,Boston University,5,at,Army,0,,,1951-01-20,Non-Conference,1951
5653,Minnesota,0,at,Michigan,8,,,1951-01-20,Non-Conference,1951
5655,Minnesota,7,at,49,9,,,1951-01-24,Non-Conference,1951
5659,Suffolk,5,at,Brown,11,,,1951-01-26,Non-Conference,1951
5657,Boston College,5,at,Dartmouth,4,,,1951-01-26,Non-Conference,1951
5658,Michigan State,3,at,Minnesota,9,,,1951-01-26,Non-Conference,1951
5661,Michigan State,2,at,Minnesota,6,,,1951-01-27,Non-Conference,1951
5664,Boston University,6,at,Brown,4,,,1951-01-30,Non-Conference,1951
5663,Northeastern,0,at,Boston College,2,,,1951-01-30,Non-Conference,1951
5666,Boston University,4,at,Yale,5,,,1951-01-31,Non-Conference,1951
5668,Minnesota,4,at,North Dakota,8,,,1951-02-02,Non-Conference,1951
5670,Princeton,1,at,Brown,6,,,1951-02-03,Ivy League,1951
5672,Minnesota,7,at,North Dakota,2,,,1951-02-03,Non-Conference,1951
5673,Army,1,at,Yale,8,,,1951-02-03,Non-Conference,1951
5675,Michigan,5,at,Denver,4,,,1951-02-05,Non-Conference,1951
5676,Brown,6,at,Boston University,4,,,1951-02-05,Non-Conference,1951
5677,Harvard,9,vs.,Boston College,10,,3,1951-02-05,Non-Conference,1951
5680,American Int'l,6,at,Boston College,9,,,1951-02-06,Non-Conference,1951
5679,Northeastern,5,vs.,Harvard,1,,3,1951-02-06,Non-Conference,1951
5684,Colgate,0,at,Yale,13,,,1951-02-07,Non-Conference,1951
5682,Michigan,3,at,Denver,5,,,1951-02-07,Non-Conference,1951
5683,Springfield,3,at,Brown,8,,,1951-02-07,Non-Conference,1951
5686,Boston University,7,at,Dartmouth,0,,,1951-02-08,Non-Conference,1951
5688,Michigan,6,at,Colorado College,4,,,1951-02-09,Non-Conference,1951
5689,Minnesota,7,at,Michigan State,3,,,1951-02-09,Non-Conference,1951
5695,Michigan,7,at,Colorado College,9,,,1951-02-10,Non-Conference,1951
5691,Yale,8,at,Princeton,5,,,1951-02-10,Ivy League,1951
5692,Harvard,1,at,Dartmouth,5,,,1951-02-10,Ivy League,1951
5694,Minnesota,7,at,Michigan State,2,,,1951-02-10,Non-Conference,1951
5697,Harvard,1,vs.,Boston University,6,,3,1951-02-13,Non-Conference,1951
5699,Dartmouth,2,at,Boston University,5,,,1951-02-14,Non-Conference,1951
5703,Dartmouth,5,at,Boston College,4,ot,,1951-02-15,Non-Conference,1951
5701,Yale,3,at,Brown,2,ot,,1951-02-15,Ivy League,1951
5705,Toronto,5,at,Michigan,9,,,1951-02-16,Non-Conference,1951
5706,Colorado College,2,at,Minnesota,5,,,1951-02-16,Non-Conference,1951
5712,Colorado College,4,at,Minnesota,5,ot,,1951-02-17,Non-Conference,1951
5711,Toronto,6,at,Michigan,4,,,1951-02-17,Non-Conference,1951
5709,Boston College,4,at,Yale,5,,,1951-02-17,Non-Conference,1951
5710,Harvard,10,at,Army,2,,,1951-02-17,Non-Conference,1951
5708,Brown,13,at,Williams,3,,,1951-02-17,Non-Conference,1951
5714,Tufts,2,at,Boston University,18,,,1951-02-19,NEIHL,1951
5716,Colorado College,10,at,North Dakota,3,,,1951-02-19,Non-Conference,1951
5718,Dartmouth,1,at,Harvard,6,,,1951-02-20,Ivy League,1951
5720,Colorado College,7,at,North Dakota,5,,,1951-02-20,Non-Conference,1951
5722,Boston College,2,at,Brown,11,,,1951-02-21,Non-Conference,1951
5723,Michigan,10,at,Michigan State,1,,,1951-02-21,Non-Conference,1951
5725,Princeton,1,at,Yale,9,,,1951-02-22,CCHA,1951
5727,Toronto,3,at,Boston College,4,,,1951-02-22,Non-Conference,1951
5729,North Dakota,4,at,Michigan,11,,,1951-02-23,Non-Conference,1951
5730,Michigan Tech,1,at,Minnesota,6,,,1951-02-23,Non-Conference,1951
5736,Michigan Tech,1,at,Minnesota,8,,,1951-02-24,Non-Conference,1951
5735,North Dakota,4,at,Michigan,12,,,1951-02-24,Non-Conference,1951
5732,Brown,6,at,Dartmouth,1,,,1951-02-24,Ivy League,1951
5733,Harvard,4,at,Princeton,5,,,1951-02-24,Ivy League,1951
5738,Boston College,4,vs.,Boston University,7,,3,1951-02-26,NEIHL,1951
5740,Boston University,7,at,Boston College,4,,,1951-02-26,Non-Conference,1951
5742,Brown,5,at,Harvard,1,,,1951-02-27,Ivy League,1951
5744,Dartmouth,2,at,Yale,12,,,1951-02-28,CCHA,1951
5746,Brown,8,at,American Int'l,2,,,1951-03-01,Non-Conference,1951
5748,Alberta,3,at,Colorado College,9,,,1951-03-02,Non-Conference,1951
5749,North Dakota,2,at,Minnesota,5,,,1951-03-02,Non-Conference,1951
5756,North Dakota,2,at,Minnesota,3,,,1951-03-03,Non-Conference,1951
5755,Michigan State,6,at,Michigan,9,,,1951-03-03,Non-Conference,1951
5751,Yale,0,at,Harvard,4,,,1951-03-03,Ivy League,1951
5753,MIT,4,at,Boston College,12,,,1951-03-03,Non-Conference,1951
5754,Alberta,7,at,Colorado College,8,ot,,1951-03-03,Non-Conference,1951
5758,Northeastern,0,vs.,Boston University,5,,5,1951-03-05,"NEIHL Tournament (at Matthews Arena, Boston)",1951
5760,Tufts,1,vs.,Boston College,14,,6,1951-03-05,"New England Tournament (at Matthews Arena, Boston)",1951
5762,Dartmouth,4,at,Brown,3,,,1951-03-06,Ivy League,1951
5763,Princeton,8,at,Harvard,3,,,1951-03-06,Ivy League,1951
5765,Boston College,1,vs.,Boston University,4,,5,1951-03-07,"NEIHL Tournament (at Matthews Arena, Boston)",1951
5767,Boston University,4,vs.,Boston College,1,,6,1951-03-07,"New England Tournament (at Matthews Arena, Boston)",1951
5769,American Int'l,3,at,Yale,11,,,1951-03-07,Non-Conference,1951
5771,Michigan Tech,3,at,Michigan,8,,,1951-03-09,Non-Conference,1951
5775,Michigan Tech,4,at,Michigan,7,,,1951-03-10,Non-Conference,1951
5773,Harvard,1,at,Yale,5,,,1951-03-10,CCHA,1951
5777,Michigan,8,vs.,Boston University,2,,7,1951-03-15,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1951
5779,Brown,8,vs.,Colorado College,4,,7,1951-03-16,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1951
5781,Michigan,7,vs.,Brown,1,,7,1951-03-17,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1951
5782,Boston University,7,vs.,Colorado College,4,,7,1951-03-17,"NCAA Tournament (at Broadmoor Arena, Colorado Springs, Colo.)",1951
5784,Suffolk,0,at,Brown,23,,,1951-11-15,Exhibition,1952
5786,Minnesota,5,at,Roch. Mustangs,2,,,1951-11-29,Non-Conference,1952
5788,Tufts,3,at,Brown,9,,,1951-11-29,Exhibition,1952
5862,46,4,at,Army,6,,,1951-11-30,Non-Conference,1952
5790,BU Alumni,2,vs.,Boston University,5,,1,1951-11-30,Exhibition,1952
5794,Roch. Mustangs,2,at,Minnesota,9,,,1951-12-01,Non-Conference,1952
5793,Denver,6,at,Colorado College,7,,,1951-12-01,Non-Conference,1952
5792,Yale,6,at,RPI,2,,,1951-12-01,Non-Conference,1952
5796,Brown,5,at,Boston University,5,ot,,1951-12-03,Non-Conference,1952
5798,Michigan,11,at,Michigan State,1,,,1951-12-05,MCHA,1952
5800,Boston College,5,at,Brown,2,,,1951-12-06,Non-Conference,1952
5802,Colorado College,3,at,Denver,4,,,1951-12-07,Non-Conference,1952
5803,Fort William,3,at,Minnesota,9,,,1951-12-07,Non-Conference,1952
5804,Montreal,2,at,Michigan,9,,,1951-12-07,Non-Conference,1952
5806,Denver,3,at,Colorado College,7,,,1951-12-08,Non-Conference,1952
5807,Fort William,2,at,Minnesota,12,,,1951-12-08,Non-Conference,1952
5808,Northeastern,0,at,Yale,7,,,1951-12-08,Non-Conference,1952
5809,Montreal,5,at,Michigan,4,,,1951-12-08,Non-Conference,1952
5812,Brown,8,at,Northeastern,4,,,1951-12-10,Non-Conference,1952
5811,Tufts,0,at,Boston College,20,,,1951-12-10,Non-Conference,1952
5814,MIT,1,at,Boston College,14,,,1951-12-12,Non-Conference,1952
5816,46,0,at,Brown,8,,,1951-12-13,Exhibition,1952
5818,Toronto,1,at,Michigan,4,,,1951-12-14,Non-Conference,1952
5820,Toronto,4,at,Michigan,6,,,1951-12-15,Non-Conference,1952
5821,Boston College,2,at,Yale,1,,,1951-12-15,Non-Conference,1952
5823,Northeastern,2,at,Boston College,3,,,1951-12-17,Non-Conference,1952
5824,Harvard,5,vs.,Boston University,9,,2,1951-12-17,Non-Conference,1952
5826,Harvard,0,vs.,Boston College,5,,2,1951-12-19,Non-Conference,1952
5828,Denver,5,at,Michigan,7,,,1951-12-20,MCHA,1952
5833,Yale,2,at,Colorado College,5,,,1951-12-21,Non-Conference,1952
5830,Denver,5,at,Michigan,4,,,1951-12-21,MCHA,1952
5832,Princeton,6,at,Boston College,4,,,1951-12-21,Non-Conference,1952
5835,Yale,6,at,Colorado College,3,,,1951-12-22,Non-Conference,1952
5836,Princeton,3,at,Boston University,4,,,1951-12-22,Non-Conference,1952
5838,Yale,3,at,Denver,4,,,1951-12-25,Non-Conference,1952
5840,Yale,1,at,Denver,5,,,1951-12-26,Non-Conference,1952
5842,Saskatchewan,5,at,Colorado College,10,,,1951-12-26,Non-Conf v. Canadian,1952
5844,Williams,1,vs.,Brown,10,,3,1951-12-27,"RPI Invitational (at Houston Field House, Troy, N.Y.)",1952
5846,Harvard,2,at,RPI,6,,4,1951-12-27,"RPI Holiday Tournament (at Houston Field House, Troy, N.Y.)",1952
5848,Saskatchewan,2,at,Colorado College,7,,,1951-12-27,Non-Conf v. Canadian,1952
5854,Yale,7,at,Minnesota,4,,,1951-12-28,Non-Conference,1952
5850,Brown,5,at,RPI,0,,5,1951-12-28,"RPI Invitational (at Houston Field House, Troy, N.Y.)",1952
5852,Williams,0,vs.,Harvard,13,,6,1951-12-28,"RPI Holiday Tournament (at Houston Field House, Troy, N.Y.)",1952
5856,St. Patrick's,3,vs.,Brown,5,,3,1951-12-29,"RPI Invitational (at Houston Field House, Troy, N.Y.)",1952
